ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
1640,30,Other,Divorced,Designer,9.1,45544,43,1.1,Partial,Low,None,Medium,Engineering,5.5,4,No,High,Medium,12,Medium,High,Medium,Good,39,Yes,Yes,Yes,Rarely,Kolkata
1641,55,Female,Single,CEO,3.5,534975,69,2.7,Yes,Medium,Diabetes,Medium,Operations,5,5,No,High,Medium,19,High,High,Medium,Excellent,19,No,No,No,Often,Delhi
1642,31,Female,Divorced,Manager,2.2,297895,51,0.6,No,Low,None,Large,HR,5,5,Yes,Medium,High,7,Low,Medium,Low,Average,7,No,Yes,Yes,Often,Kolkata
1643,28,Female,Married,Developer,3.5,103758,42,3,Yes,Low,None,Medium,HR,5.2,5,Yes,Low,Medium,16,High,Medium,Medium,Poor,26,Yes,No,No,Sometimes,Mumbai
1644,22,Female,Married,Developer,0.9,89147,48,0.9,No,Medium,None,Medium,HR,6.2,5,Yes,High,Medium,15,High,Low,Low,Good,44,Yes,No,No,Sometimes,Pune
1645,27,Female,Single,Analyst,5.6,50927,43,1.1,No,Medium,None,Large,Engineering,6.2,4,No,Medium,Medium,16,High,Low,Medium,Poor,24,Yes,No,No,Sometimes,Pune
1646,44,Female,Single,Manager,18,290925,53,1.4,No,High,Back Pain,Large,Operations,5,2,Yes,High,Medium,16,Low,High,Medium,Average,16,No,Yes,Yes,Often,Kolkata
1647,29,Other,Married,Designer,6.1,50362,49,1.4,No,Low,Migraine,Small,Marketing,5.5,4,Yes,High,High,12,Low,Low,Medium,Good,15,Yes,No,No,Rarely,Hyderabad
1648,30,Other,Married,Analyst,8.3,47879,43,1.6,Partial,Low,Migraine,Medium,Operations,5,4,No,Low,High,19,Medium,Medium,Medium,Good,39,No,No,Yes,Sometimes,Delhi
1649,31,Male,Divorced,Manager,6.9,229222,58,2.5,Yes,Medium,None,Small,HR,5,4,Yes,Medium,High,18,Low,Low,Medium,Average,8,No,Yes,Yes,Often,Bangalore
1650,30,Female,Single,Developer,2.1,117424,47,2.4,Yes,Low,Migraine,Medium,Marketing,5,5,No,High,Medium,13,Medium,Medium,Low,Poor,28,Yes,Yes,No,Sometimes,Mumbai
1651,31,Other,Single,Designer,1.6,53065,48,1.3,No,Low,Migraine,Large,Engineering,5.5,5,Yes,Medium,High,9,Low,Medium,High,Average,42,No,Yes,Yes,Rarely,Kolkata
1652,35,Male,Divorced,Manager,4.8,231020,60,1.2,Partial,Low,None,Medium,Operations,5,5,No,Medium,High,6,Medium,Medium,Low,Good,35,No,No,Yes,Often,Pune
1653,34,Female,Single,Analyst,4.4,46629,43,0.7,Partial,Low,Migraine,Large,Operations,5.2,5,No,Medium,Medium,10,Medium,Low,Low,Good,43,No,Yes,No,Sometimes,Pune
1654,32,Male,Single,Designer,8.7,54967,47,0.9,No,Low,None,Large,HR,5.5,4,No,High,High,12,Medium,Medium,Low,Poor,33,Yes,Yes,Yes,Rarely,Kolkata
1655,22,Female,Single,Developer,0.9,88965,40,0.5,No,Medium,Migraine,Medium,HR,5.5,5,Yes,Medium,High,17,Low,Medium,Medium,Average,41,Yes,Yes,No,Sometimes,Hyderabad
1656,30,Male,Divorced,Developer,7.7,110645,44,1.4,Partial,Low,Migraine,Small,Engineering,5,4,Yes,Low,Medium,8,Medium,High,High,Poor,18,Yes,No,No,Sometimes,Hyderabad
1657,45,Male,Divorced,CEO,18.8,570742,60,1.2,No,High,Back Pain,Medium,Engineering,5,2,Yes,Medium,High,15,Low,Medium,High,Poor,25,Yes,No,No,Often,Kolkata
1658,25,Other,Divorced,Designer,2.5,46262,46,1,No,Medium,Migraine,Large,Operations,6.2,5,No,High,High,8,Low,Medium,Medium,Good,49,No,Yes,Yes,Rarely,Pune
1659,34,Male,Single,Analyst,14,54941,40,1.1,No,High,Back Pain,Medium,Marketing,5,3,Yes,High,High,5,Low,High,Medium,Good,41,Yes,No,No,Sometimes,Hyderabad
1660,35,Other,Single,Manager,1.4,224040,60,1.4,Partial,Low,None,Medium,Operations,5,5,Yes,High,Medium,20,Low,Medium,Low,Poor,17,Yes,No,No,Often,Kolkata
1661,33,Other,Married,Analyst,11.7,59826,44,1.4,No,High,Back Pain,Large,Marketing,5.2,3,Yes,High,Medium,20,Low,Medium,High,Excellent,29,Yes,No,Yes,Sometimes,Pune
1662,20,Female,Married,Intern,0.1,16220,32,1.3,No,Low,None,Small,Marketing,7.2,4,No,High,Medium,20,Low,High,Low,Average,20,Yes,Yes,Yes,Rarely,Pune
1663,24,Male,Divorced,Intern,3.4,17722,27,2.7,Yes,Low,None,Small,HR,6,4,No,Medium,High,15,Low,Medium,Medium,Poor,49,No,No,Yes,Rarely,Bangalore
1664,33,Male,Divorced,Designer,8.4,42358,43,2.8,Yes,Low,Migraine,Small,Engineering,5,4,Yes,Medium,Medium,15,Medium,Medium,Medium,Average,45,Yes,No,No,Rarely,Bangalore
1665,28,Male,Single,Developer,5.6,87421,50,2.6,Yes,Low,None,Small,Marketing,5,4,Yes,Low,High,10,Medium,Medium,Low,Excellent,14,No,No,Yes,Sometimes,Bangalore
1666,22,Male,Married,Intern,1.6,16695,27,0.8,No,Medium,Migraine,Large,HR,7.2,3,Yes,Low,High,17,Medium,Medium,Low,Excellent,48,Yes,Yes,Yes,Rarely,Pune
1667,33,Male,Divorced,Manager,12.1,265975,60,2,Yes,High,Diabetes,Small,Engineering,5,3,No,Low,Medium,6,Low,Medium,Medium,Good,3,No,Yes,Yes,Often,Mumbai
1668,26,Male,Single,Developer,5.4,117767,40,3,Partial,Medium,None,Medium,HR,5,4,Yes,Medium,Medium,10,High,Low,Low,Excellent,37,Yes,No,No,Sometimes,Bangalore
1669,22,Male,Divorced,Intern,1.1,19707,34,0.7,Partial,Low,Migraine,Medium,Operations,7.5,4,Yes,High,High,20,Medium,Low,Medium,Excellent,7,No,No,No,Rarely,Kolkata
1670,33,Other,Single,Designer,6.1,47152,47,2.7,Yes,Medium,None,Large,Operations,5,4,No,Low,Medium,7,Medium,Medium,High,Excellent,22,Yes,Yes,Yes,Rarely,Bangalore
1671,33,Male,Single,Analyst,9.4,48664,45,2.4,Partial,Medium,None,Large,HR,5,4,No,High,Medium,18,Medium,High,Medium,Average,23,Yes,No,No,Sometimes,Bangalore
1672,30,Male,Divorced,Developer,3.9,88590,50,2,Yes,Medium,Migraine,Large,HR,5,5,Yes,Medium,High,14,Medium,Low,High,Excellent,13,Yes,Yes,Yes,Sometimes,Delhi
1673,24,Male,Married,Developer,3.8,91148,48,2.2,Yes,Medium,Migraine,Medium,Marketing,5,5,No,Medium,High,14,Low,Medium,Low,Average,9,Yes,No,Yes,Sometimes,Bangalore
1674,36,Male,Divorced,Manager,14.5,273603,58,0.7,No,High,Diabetes,Large,Marketing,5,3,No,High,Medium,13,Medium,Medium,Medium,Poor,46,No,Yes,Yes,Often,Hyderabad
1675,35,Other,Single,Analyst,3.1,48604,41,3,Partial,Low,Migraine,Small,HR,5,5,No,Medium,High,7,Low,Low,Medium,Average,25,No,No,Yes,Sometimes,Mumbai
1676,25,Female,Divorced,Intern,4.1,19301,25,2.4,Partial,Medium,None,Medium,HR,6.7,3,No,High,High,18,Medium,Low,Medium,Excellent,19,No,Yes,Yes,Rarely,Delhi
1677,41,Female,Divorced,Manager,8.9,251151,52,2.4,Yes,Medium,Hypertension,Medium,HR,5,4,No,High,High,6,High,Low,Medium,Excellent,33,No,Yes,Yes,Often,Mumbai
1678,23,Male,Married,Intern,0.7,18619,32,0.6,No,Medium,None,Small,HR,7.2,4,Yes,Low,High,17,Medium,Medium,Low,Good,38,No,Yes,No,Rarely,Pune
1679,27,Female,Divorced,Developer,5.8,116580,41,1.5,Yes,Medium,Migraine,Large,HR,5.2,4,No,Medium,High,5,Low,Low,High,Poor,25,No,Yes,No,Sometimes,Mumbai
1680,35,Male,Divorced,Manager,5.1,216572,56,0.7,No,Low,None,Large,Engineering,5,4,Yes,High,High,9,Medium,Medium,High,Good,46,No,Yes,Yes,Often,Pune
1681,20,Female,Divorced,Intern,0.2,16278,27,1.5,Yes,Low,None,Medium,Operations,6,3,No,Low,Medium,6,Low,Low,Low,Poor,43,Yes,No,No,Rarely,Bangalore
1682,35,Other,Divorced,Manager,10,278518,59,1,No,Medium,Migraine,Small,Engineering,5,3,No,Low,Medium,18,High,Medium,High,Average,9,Yes,No,No,Often,Pune
1683,34,Female,Divorced,Designer,13.8,50690,44,0.9,No,High,Hypertension,Small,HR,5.2,3,No,Low,High,7,Medium,Medium,Medium,Good,39,No,Yes,Yes,Rarely,Pune
1684,27,Male,Single,Designer,1.9,48411,48,1.1,No,Low,None,Small,HR,6.2,5,No,Low,High,12,Low,Medium,Low,Poor,49,Yes,Yes,Yes,Rarely,Pune
1685,50,Male,Married,CEO,14.2,515026,69,1.6,Partial,High,Hypertension,Large,Engineering,5,3,No,Medium,High,8,High,Low,Medium,Good,49,Yes,No,No,Often,Delhi
1686,24,Other,Divorced,Intern,4,19017,28,1.1,No,Medium,None,Large,Engineering,7.5,5,Yes,Low,High,14,Medium,Low,High,Good,37,Yes,No,No,Rarely,Kolkata
1687,26,Male,Single,Designer,4.6,49596,41,0.6,No,Low,Migraine,Large,HR,6.2,5,No,High,Medium,15,Medium,Medium,Low,Excellent,43,No,Yes,No,Rarely,Pune
1688,35,Male,Single,Manager,11.5,284042,54,1.3,No,High,Arthritis,Medium,Operations,5,3,No,Medium,Medium,11,Medium,Low,Medium,Excellent,3,No,Yes,Yes,Often,Pune
1689,42,Female,Single,Manager,4.4,218656,56,1.2,No,Low,Hypertension,Large,Marketing,5,5,Yes,Medium,Medium,7,High,Low,Medium,Excellent,20,Yes,Yes,Yes,Often,Kolkata
1690,28,Male,Single,Analyst,4.7,46897,44,1.2,No,Medium,Migraine,Large,HR,6.2,5,No,Low,Medium,8,High,High,Low,Excellent,10,No,Yes,No,Sometimes,Pune
1691,45,Other,Married,CEO,21.5,540846,67,2.3,Partial,High,Hypertension,Small,Marketing,5,1,No,High,High,5,Medium,Low,Medium,Excellent,2,No,No,No,Often,Bangalore
1692,33,Other,Single,Analyst,12.4,54667,44,3,Yes,High,Diabetes,Small,Marketing,5,3,Yes,Low,Medium,10,High,Low,High,Average,12,Yes,No,No,Sometimes,Delhi
1693,30,Other,Divorced,Manager,6.8,267243,59,1.1,Partial,Low,None,Small,Engineering,5,4,No,Low,High,11,Medium,Medium,High,Good,48,No,No,Yes,Often,Pune
1694,30,Male,Divorced,Manager,8.4,200081,59,1.3,No,Medium,None,Large,HR,5,4,No,Low,Medium,7,High,High,Low,Average,36,No,No,Yes,Often,Hyderabad
1695,57,Male,Divorced,CEO,1.2,520550,62,2.5,Partial,Medium,Back Pain,Large,Operations,5,5,Yes,Low,High,9,Medium,High,Medium,Average,45,No,Yes,No,Often,Bangalore
1696,23,Male,Divorced,Intern,2.9,15237,33,2.3,Partial,Medium,None,Small,Operations,6.2,3,Yes,Low,Medium,18,High,High,Medium,Poor,14,Yes,Yes,No,Rarely,Mumbai
1697,35,Male,Married,Manager,5.4,257190,54,2.2,Yes,Medium,None,Medium,Operations,5,4,Yes,High,High,13,Low,High,High,Poor,7,No,No,Yes,Often,Bangalore
1698,28,Male,Married,Developer,7.7,118199,45,2.2,Partial,Low,Migraine,Small,Marketing,5.2,4,Yes,Low,High,17,Low,Medium,High,Excellent,39,Yes,Yes,No,Sometimes,Mumbai
1699,30,Other,Married,Designer,6.5,40368,46,0.9,No,Low,Migraine,Small,HR,5,4,Yes,Low,Medium,8,High,High,Low,Excellent,44,Yes,Yes,No,Rarely,Hyderabad
1700,20,Female,Married,Intern,0.4,19015,25,1.1,No,Low,None,Small,Operations,6.5,5,Yes,Medium,Medium,5,Low,High,High,Poor,19,No,Yes,No,Rarely,Hyderabad
1701,24,Male,Single,Intern,3.2,16621,28,0.9,No,Low,None,Medium,Marketing,6.5,4,No,Medium,High,6,Medium,High,High,Average,36,No,No,Yes,Rarely,Hyderabad
1702,26,Female,Single,Designer,4.7,43047,48,2.5,Yes,Medium,Migraine,Medium,HR,5.7,5,Yes,High,High,5,Medium,Low,Low,Excellent,22,No,Yes,Yes,Rarely,Delhi
1703,35,Other,Divorced,Manager,12.6,250827,60,2.9,Yes,High,Arthritis,Large,Operations,5,3,Yes,High,Medium,17,High,Low,High,Average,30,No,Yes,Yes,Often,Bangalore
1704,24,Other,Divorced,Developer,1.8,87949,49,2.3,Partial,Low,None,Medium,Operations,5.2,5,No,Low,Medium,11,Low,Low,Low,Average,12,No,Yes,No,Sometimes,Mumbai
1705,54,Other,Single,CEO,25.8,554919,66,1.5,Partial,High,Back Pain,Small,Operations,5,1,No,Medium,High,7,Low,Medium,Medium,Average,22,Yes,No,No,Often,Kolkata
1706,20,Male,Single,Intern,0.4,17502,34,2,Yes,Medium,Migraine,Small,Marketing,6.7,4,No,Medium,High,18,Low,High,Low,Average,41,No,Yes,Yes,Rarely,Delhi
1707,36,Female,Married,Manager,1.9,223935,50,2.9,Partial,Low,Migraine,Large,Marketing,5,5,Yes,High,High,9,Low,Low,Medium,Excellent,10,No,No,No,Often,Bangalore
1708,27,Female,Married,Developer,6.8,89217,45,1.3,No,Low,None,Large,Operations,6.2,4,Yes,Low,High,20,High,Medium,Low,Average,35,No,Yes,Yes,Sometimes,Pune
1709,25,Other,Divorced,Analyst,3.6,50664,41,1.5,Partial,Low,Migraine,Medium,Operations,5.2,5,Yes,Medium,High,8,Low,Low,Low,Excellent,45,Yes,Yes,Yes,Sometimes,Mumbai
1710,51,Female,Single,CEO,22.3,577621,62,2.5,Partial,High,Back Pain,Large,Engineering,5,1,Yes,Medium,Medium,10,Low,Low,High,Good,15,Yes,No,Yes,Often,Bangalore
1711,34,Female,Married,Analyst,6.4,51491,44,1.8,Partial,Medium,None,Large,Marketing,5,4,Yes,Medium,High,20,Low,High,Medium,Good,7,Yes,No,Yes,Sometimes,Bangalore
1712,24,Female,Divorced,Intern,1.6,19182,26,0.5,No,Medium,Migraine,Small,Operations,7.5,5,Yes,Low,Medium,11,High,Low,Low,Excellent,44,Yes,Yes,Yes,Rarely,Kolkata
1713,20,Other,Single,Intern,0.1,15866,25,1.2,No,Medium,Migraine,Large,Engineering,7.2,5,Yes,Medium,High,17,Low,High,High,Average,49,Yes,No,No,Rarely,Pune
1714,58,Other,Married,CEO,22.4,535151,64,1.3,No,High,Back Pain,Small,Operations,5,1,Yes,High,Medium,17,Low,Low,High,Excellent,13,No,Yes,No,Often,Kolkata
1715,27,Other,Divorced,Developer,2.6,109604,48,1.3,No,Low,None,Small,Operations,6.2,5,Yes,Medium,Medium,5,Medium,High,High,Good,29,Yes,Yes,Yes,Sometimes,Pune
1716,35,Female,Married,Analyst,1.6,58809,43,2.5,Yes,Low,Migraine,Small,Operations,5,5,No,High,Medium,15,Low,High,High,Poor,2,Yes,Yes,Yes,Sometimes,Delhi
1717,40,Female,Married,Manager,8,255488,56,0.8,No,Low,Back Pain,Large,Operations,5,4,Yes,High,Medium,8,Medium,Medium,High,Good,3,No,No,Yes,Often,Hyderabad
1718,31,Male,Married,Analyst,2.4,46114,40,1.3,Partial,Medium,Migraine,Small,Engineering,5.2,5,No,Medium,Medium,20,Medium,Medium,Low,Average,19,No,No,No,Sometimes,Pune
1719,34,Male,Married,Designer,8.2,43813,48,2.7,Yes,Low,Migraine,Large,Engineering,5,4,No,High,High,9,Low,Low,Medium,Good,14,Yes,Yes,No,Rarely,Mumbai
1720,32,Female,Single,Designer,11.6,44729,48,1.5,No,High,Arthritis,Medium,Operations,5.2,3,No,Medium,Medium,10,Low,High,Low,Good,49,No,No,No,Rarely,Pune
1721,24,Male,Married,Developer,1.1,88000,47,0.9,No,Medium,None,Large,Operations,6.2,5,Yes,Low,Medium,20,High,High,High,Good,40,No,No,No,Sometimes,Pune
1722,29,Male,Single,Developer,1.8,113523,47,1.8,Yes,Medium,Migraine,Large,Operations,5.2,5,Yes,Medium,High,15,Low,High,High,Excellent,14,No,Yes,No,Sometimes,Mumbai
1723,42,Other,Divorced,Manager,3.7,281108,59,2.3,Partial,Medium,Hypertension,Small,Marketing,5,5,No,High,High,9,Medium,Low,High,Poor,31,Yes,No,No,Often,Bangalore
1724,42,Other,Divorced,Manager,20.3,236154,50,1.6,Yes,High,Diabetes,Medium,Marketing,5,1,No,Low,High,13,Medium,High,Low,Poor,21,No,No,Yes,Often,Mumbai
1725,28,Female,Divorced,Analyst,5.4,54661,45,1,Partial,Medium,None,Small,Operations,6.2,4,Yes,Medium,High,19,Low,Medium,Medium,Average,12,No,Yes,No,Sometimes,Pune
1726,34,Female,Married,Analyst,3.2,59863,43,2.8,Partial,Medium,Migraine,Medium,HR,5,5,Yes,Low,Medium,13,High,Low,Medium,Average,28,No,No,Yes,Sometimes,Bangalore
1727,59,Female,Divorced,CEO,5.5,547201,66,2.9,Partial,Low,Back Pain,Medium,HR,5,4,No,Low,Medium,18,Medium,Medium,Medium,Excellent,21,Yes,Yes,No,Often,Mumbai
1728,28,Other,Single,Analyst,0.9,49540,42,1.4,No,Low,Migraine,Large,Marketing,5.5,5,Yes,Medium,Medium,13,High,Medium,High,Poor,14,Yes,Yes,Yes,Sometimes,Hyderabad
1729,25,Other,Married,Intern,1.2,17210,32,2.4,Yes,Low,None,Small,Engineering,6.7,4,Yes,Medium,High,6,High,High,Low,Average,6,No,No,Yes,Rarely,Delhi
1730,30,Male,Single,Designer,7.2,45427,42,2.7,Partial,Medium,Migraine,Large,Engineering,5,4,Yes,High,High,20,Low,High,Low,Average,7,No,Yes,Yes,Rarely,Delhi
1731,21,Female,Single,Intern,0.5,17805,29,1,Partial,Medium,Migraine,Small,Operations,6.5,4,Yes,Low,Medium,16,Low,Low,Medium,Average,29,No,No,Yes,Rarely,Hyderabad
1732,26,Female,Divorced,Developer,5.7,93161,47,1.6,Yes,Medium,None,Medium,Engineering,5.2,4,No,Medium,High,14,Low,Medium,Medium,Poor,23,No,Yes,No,Sometimes,Mumbai
1733,35,Female,Married,Analyst,3.9,57745,45,2.8,Partial,Low,None,Medium,Engineering,5,5,Yes,High,High,19,Low,Medium,Low,Poor,37,Yes,Yes,Yes,Sometimes,Bangalore
1734,28,Other,Divorced,Designer,4.9,54874,45,0.7,Partial,Medium,None,Small,Engineering,6.2,5,No,High,Medium,19,High,High,High,Average,25,Yes,No,Yes,Rarely,Pune
1735,27,Male,Divorced,Designer,6.6,51302,44,1.2,Partial,Medium,Migraine,Small,Operations,5.5,4,Yes,Medium,Medium,16,Low,High,High,Excellent,12,Yes,No,Yes,Rarely,Hyderabad
1736,33,Female,Divorced,Manager,5.7,246161,51,2.2,Yes,Medium,Migraine,Medium,Engineering,5,4,Yes,Medium,High,12,Medium,Medium,Medium,Poor,31,Yes,Yes,Yes,Often,Mumbai
1737,27,Other,Divorced,Designer,5.1,44790,43,0.7,No,Medium,Migraine,Large,Operations,6.5,4,No,High,High,6,Medium,Medium,High,Excellent,6,Yes,Yes,Yes,Rarely,Kolkata
1738,32,Male,Married,Analyst,6.5,51968,45,0.5,Partial,Low,None,Large,Operations,5,4,Yes,High,High,18,Medium,Low,Low,Average,20,No,Yes,No,Sometimes,Hyderabad
1739,30,Female,Divorced,Manager,9.8,294932,51,1,Partial,Low,None,Medium,HR,5,4,No,Low,High,6,Medium,Medium,High,Good,50,Yes,Yes,No,Often,Hyderabad
1740,30,Female,Divorced,Designer,5.1,52736,47,2.2,Partial,Medium,None,Large,HR,5,4,No,Low,Medium,16,Low,Medium,Medium,Average,8,Yes,Yes,Yes,Rarely,Delhi
1741,27,Male,Single,Designer,2.8,48204,47,1.4,Partial,Medium,None,Large,Marketing,5.5,5,Yes,Medium,High,20,Medium,High,Medium,Good,23,Yes,No,No,Rarely,Hyderabad
1742,30,Male,Married,Designer,5.2,44876,42,2.7,Partial,Medium,None,Large,Engineering,5,4,No,Medium,Medium,12,High,High,High,Excellent,46,Yes,Yes,No,Rarely,Mumbai
1743,45,Female,Married,Manager,2.8,267549,54,1.9,Yes,Low,None,Medium,Marketing,5,5,No,Medium,Medium,18,Low,Medium,High,Good,33,No,Yes,No,Often,Mumbai
1744,27,Female,Divorced,Analyst,5.5,53253,41,2.4,Partial,Medium,Migraine,Large,Marketing,5.2,4,Yes,Medium,High,12,High,Medium,Low,Average,28,No,Yes,No,Sometimes,Mumbai
1745,44,Other,Married,CEO,19.7,588075,70,2.9,Yes,High,Hypertension,Medium,Marketing,5,2,Yes,Low,Medium,18,High,High,High,Average,5,No,Yes,No,Often,Mumbai
1746,34,Other,Married,Analyst,10,55186,42,1.9,Partial,Low,Migraine,Medium,Operations,5,3,No,Medium,High,7,Medium,Low,Medium,Poor,17,Yes,No,Yes,Sometimes,Mumbai
1747,35,Other,Divorced,Manager,8.6,292661,55,1.5,Yes,Medium,Migraine,Medium,Operations,5,4,No,Medium,Medium,9,Low,Medium,High,Average,5,No,No,No,Often,Bangalore
1748,28,Other,Married,Developer,2.9,119990,47,1.2,No,Medium,Migraine,Small,HR,6.2,5,Yes,Medium,High,8,Low,Low,High,Good,33,Yes,Yes,No,Sometimes,Pune
1749,31,Female,Divorced,Manager,1.9,257797,58,0.9,Partial,Low,None,Small,Engineering,5,5,No,High,Medium,17,Medium,Medium,Low,Poor,17,Yes,Yes,Yes,Often,Hyderabad
1750,36,Male,Married,Manager,0.8,284628,54,1.1,Partial,Medium,None,Medium,Engineering,5,5,No,Low,Medium,14,High,High,Low,Excellent,22,No,No,Yes,Often,Pune
1751,27,Male,Divorced,Analyst,4.1,46236,40,2,Yes,Low,None,Medium,Operations,5.7,5,Yes,High,Medium,19,Low,Medium,Medium,Poor,18,No,Yes,No,Sometimes,Delhi
1752,44,Male,Married,CEO,22.4,531665,70,2.6,Partial,High,Hypertension,Medium,Engineering,5,1,Yes,Medium,High,7,Medium,Medium,Low,Average,31,Yes,No,Yes,Often,Delhi
1753,24,Female,Divorced,Developer,0.6,91335,49,2.5,Partial,Low,Migraine,Small,HR,5.7,5,Yes,Low,High,5,Low,Low,Medium,Average,35,No,No,Yes,Sometimes,Delhi
1754,52,Female,Married,CEO,24.2,514864,69,0.9,Partial,High,Back Pain,Medium,Marketing,5,1,No,Low,Medium,9,Low,High,Low,Poor,43,Yes,Yes,Yes,Often,Hyderabad
1755,39,Female,Married,Manager,4.5,253539,55,2.8,Partial,Medium,None,Large,HR,5,5,No,Medium,High,6,Medium,Low,Medium,Good,27,No,No,Yes,Often,Delhi
1756,45,Female,Single,CEO,3,585878,60,1.1,No,Medium,Diabetes,Small,Marketing,5,5,Yes,Medium,High,15,High,High,Medium,Good,44,No,No,No,Often,Pune
1757,28,Female,Single,Analyst,2.3,51157,40,2.4,Partial,Low,Migraine,Small,Operations,5.7,5,Yes,Medium,Medium,12,High,Low,Low,Average,45,Yes,No,No,Sometimes,Delhi
1758,22,Other,Divorced,Developer,0.8,118279,41,1.2,No,Low,None,Medium,Engineering,5.5,5,Yes,Low,Medium,7,Low,Low,High,Poor,42,Yes,No,Yes,Sometimes,Hyderabad
1759,30,Other,Married,Manager,9.4,261263,50,2.6,Partial,Low,None,Large,Marketing,5,4,Yes,High,High,12,Medium,Low,Medium,Average,31,No,No,No,Often,Mumbai
1760,36,Other,Single,Manager,12.7,235101,55,1.3,Partial,High,Back Pain,Small,HR,5,3,Yes,High,High,6,Low,Low,High,Poor,43,Yes,Yes,No,Often,Hyderabad
1761,41,Female,Single,Manager,13.8,203150,50,1.1,No,High,Diabetes,Medium,Engineering,5,3,No,Medium,Medium,16,Medium,Low,Medium,Average,3,No,No,No,Often,Hyderabad
1762,30,Female,Divorced,Manager,0.9,254487,51,2.3,Partial,Medium,None,Small,HR,5,5,Yes,Medium,High,10,Medium,Low,Low,Excellent,30,Yes,No,Yes,Often,Delhi
1763,53,Female,Single,CEO,12.4,589873,64,0.8,No,High,Arthritis,Medium,Marketing,5,3,No,Medium,Medium,17,Medium,Medium,Low,Excellent,32,Yes,Yes,Yes,Often,Hyderabad
1764,24,Other,Married,Intern,3.8,18605,33,2,Partial,Low,None,Medium,HR,6,3,Yes,High,Medium,7,Low,Medium,Medium,Average,7,Yes,No,No,Rarely,Bangalore
1765,23,Male,Single,Intern,1.1,16445,26,1.6,Yes,Medium,None,Small,HR,6.2,5,No,Low,Medium,6,High,High,High,Excellent,14,No,No,No,Rarely,Mumbai
1766,22,Female,Single,Developer,0.8,108458,42,1.7,Yes,Medium,Migraine,Large,Operations,5.2,5,No,Low,Medium,7,Medium,Low,High,Poor,35,No,Yes,No,Sometimes,Mumbai
1767,32,Male,Divorced,Manager,8.3,290097,50,0.5,Partial,Low,Migraine,Medium,Engineering,5,4,Yes,Medium,High,16,Medium,High,Low,Poor,48,No,No,Yes,Often,Hyderabad
1768,43,Female,Married,CEO,19.6,530787,64,1.9,Yes,High,Arthritis,Large,Engineering,5,2,Yes,Medium,Medium,9,High,High,High,Poor,45,Yes,No,No,Often,Bangalore
1769,23,Female,Divorced,Intern,0.9,19123,28,0.9,Partial,Low,Migraine,Medium,HR,7.2,5,Yes,Medium,High,7,High,Low,Low,Average,50,Yes,Yes,No,Rarely,Pune
1770,30,Female,Single,Analyst,7.8,51562,40,1.8,Yes,Low,None,Medium,HR,5,4,No,Low,High,13,High,High,Medium,Good,29,Yes,Yes,Yes,Sometimes,Bangalore
1771,30,Male,Single,Developer,8.3,82890,47,0.8,Partial,Low,None,Medium,Engineering,5.5,4,No,Low,High,6,Low,High,Medium,Good,42,No,No,Yes,Sometimes,Kolkata
1772,29,Female,Single,Designer,7.6,46712,45,0.5,Partial,Low,Migraine,Large,HR,6.2,4,No,Medium,Medium,7,Low,Low,High,Poor,16,Yes,No,Yes,Rarely,Pune
1773,35,Other,Divorced,Designer,3.9,50686,40,2,Partial,Medium,Migraine,Small,HR,5,5,No,Medium,Medium,14,Medium,High,Low,Poor,32,Yes,No,Yes,Rarely,Delhi
1774,32,Female,Single,Designer,11.7,50018,40,0.5,No,High,Arthritis,Large,Marketing,5.5,3,No,High,Medium,12,Medium,Medium,Medium,Excellent,9,No,Yes,Yes,Rarely,Kolkata
1775,25,Other,Married,Intern,4.2,18603,29,1.1,Partial,Low,Migraine,Large,Marketing,7.5,4,No,High,High,12,Low,High,Medium,Good,31,No,No,Yes,Rarely,Kolkata
1776,35,Male,Single,Designer,14.4,47700,40,2.4,Partial,High,Back Pain,Small,Operations,5,3,No,Medium,Medium,19,High,Low,Low,Poor,39,No,No,Yes,Rarely,Delhi
1777,36,Female,Single,Manager,7.9,221857,56,1.1,Partial,Low,Migraine,Small,Operations,5,4,No,High,Medium,6,Low,High,High,Excellent,20,No,No,Yes,Often,Kolkata
1778,22,Other,Single,Developer,1.6,91050,49,0.8,Partial,Low,None,Medium,HR,5.5,5,Yes,Medium,High,6,Low,High,Low,Excellent,13,No,Yes,Yes,Sometimes,Hyderabad
1779,22,Male,Single,Intern,1.3,18151,34,2,Yes,Medium,Migraine,Medium,Operations,6.2,5,Yes,Low,High,13,High,Low,Low,Average,36,Yes,No,Yes,Rarely,Mumbai
1780,20,Other,Single,Intern,0.4,15875,35,0.9,No,Low,None,Large,Marketing,6.5,3,No,Medium,Medium,6,High,Medium,High,Poor,27,Yes,No,No,Rarely,Hyderabad
